account_id,customer_id,count_of_tran_last_180days,CreditInflow_last_180days,Debitoutflow_last_180days,Count_of_Dr_tran_last_180days,product_name,product_code,On_App,On_USSD,On_Business_app,clear_balance,has_card,Payday_loan,Salary_loan,Device_loan,child_account,teenager_account,School_fees_advance,NYSC_loan,Eventss,Dataa,Bills,Travels,Airtime,HealthConnect,Insurance,ExpenseTracker,QR_pay,Evoucher,Movies,Marital_status,Age
ACC101526,CUST201526,0,0.0,0.0,0,Salary,P003,Inactive,,,0.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Single,64
ACC101527,CUST201527,0,377515.42,608382.52,0,Youth,P001,Inactive,Inactive,Inactive,0.0,Yes,No,,No,No,,No,,No,No,No,,Yes,No,No,No,,Yes,No,Divorced,63
ACC101528,CUST201528,5,0.0,0.0,0,Youth,P003,,,Inactive,230746.17,Yes,No,No,No,No,,No,No,Yes,No,No,,Yes,No,No,No,No,No,No,Single,36
ACC101529,CUST201529,1,905363.42,767750.9,0,Salary,P002,Inactive,Inactive,,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Single,49
ACC101530,CUST201530,0,0.0,0.0,1,Salary,P003,Inactive,Inactive,Active,455900.04,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Married,20
ACC101531,CUST201531,1,333985.9,0.0,0,Youth,P001,,Inactive,Inactive,0.0,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Married,42
ACC101532,CUST201532,2,443631.03,0.0,0,Youth,P001,,Active,Inactive,152877.03,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Single,53
ACC101533,CUST201533,0,0.0,0.0,6,Current,P001,Inactive,Inactive,Inactive,93230.72,No,No,No,No,No,No,No,No,Yes,,No,No,,No,No,,No,Yes,No,Single,64
ACC101534,CUST201534,0,0.0,646583.72,1,Youth,P001,Inactive,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Single,39
ACC101535,CUST201535,0,0.0,0.0,0,Current,P002,Active,Inactive,Active,321092.2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,,Widowed,60
ACC101536,CUST201536,0,522895.21,0.0,0,Current,P002,Inactive,Inactive,,94914.82,No,No,No,No,,No,No,No,No,,No,Yes,No,No,,No,No,No,,Married,58
ACC101537,CUST201537,1,478294.43,999439.66,1,Savings,P002,Inactive,,Inactive,0.0,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,Married,31
ACC101538,CUST201538,0,0.0,0.0,0,Youth,P002,Active,Active,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,52
ACC101539,CUST201539,1,479198.15,0.0,6,Current,P002,Inactive,Inactive,Inactive,0.0,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Divorced,61
ACC101540,CUST201540,2,0.0,0.0,0,Savings,P003,,,Inactive,0.0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,31
ACC101541,CUST201541,0,449776.43,0.0,0,Savings,P001,,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,23
ACC101542,CUST201542,1,305567.56,0.0,12,Youth,P002,Inactive,,Inactive,0.0,No,No,No,No,No,,No,No,No,No,No,No,No,No,Yes,No,No,,No,Single,21
ACC101543,CUST201543,0,0.0,0.0,12,Youth,P001,Inactive,,,0.0,Yes,No,No,,No,No,No,Yes,,Yes,No,No,,No,No,,,No,No,Single,20
ACC101544,CUST201544,20,0.0,149119.79,0,Savings,P001,Inactive,Active,Inactive,0.0,No,No,No,No,,No,No,No,No,,No,,No,,No,No,No,No,No,Married,32
ACC101545,CUST201545,0,0.0,266893.23,1,Current,P002,Active,Active,Inactive,0.0,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,Single,41
ACC101546,CUST201546,5,0.0,0.0,0,Youth,P002,Inactive,,Inactive,0.0,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Single,47
ACC101547,CUST201547,1,0.0,0.0,1,Savings,P001,,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,Single,28
ACC101548,CUST201548,0,0.0,0.0,6,Savings,P001,,Inactive,Inactive,0.0,No,No,No,No,No,No,No,,,No,No,No,No,,No,No,No,No,No,Single,37
ACC101549,CUST201549,1,0.0,0.0,0,Current,P001,,,Inactive,192848.21,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Married,59
ACC101550,CUST201550,20,0.0,0.0,0,Salary,P003,,,,310540.08,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,,Single,50
ACC101551,CUST201551,1,0.0,300204.25,0,Current,P003,Active,Inactive,,233592.74,No,No,No,No,No,No,No,,No,No,No,No,No,No,,No,No,Yes,No,Married,28
ACC101552,CUST201552,5,0.0,0.0,0,Savings,P001,,,Inactive,0.0,No,No,No,,No,No,No,No,,No,Yes,No,No,No,No,Yes,No,No,No,,67
ACC101553,CUST201553,5,0.0,665052.72,0,Current,P003,Inactive,Inactive,,71700.58,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Single,28
ACC101554,CUST201554,0,655559.53,0.0,3,Youth,P001,,Inactive,,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,,No,No,Single,34
ACC101555,CUST201555,0,353540.09,350689.28,0,Savings,P001,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Married,30
ACC101556,CUST201556,1,0.0,0.0,0,Current,P002,Inactive,,Inactive,0.0,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Single,18
ACC101557,CUST201557,0,0.0,225820.24,3,Current,P001,Active,Inactive,Inactive,0.0,Yes,No,No,No,No,No,Yes,Yes,No,No,No,,No,No,No,No,No,No,No,Single,52
ACC101558,CUST201558,5,709092.05,0.0,0,Current,P002,Active,,Inactive,21055.29,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,Married,18
ACC101559,CUST201559,10,459716.02,0.0,0,Current,P002,Inactive,,,0.0,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Single,66
ACC101560,CUST201560,0,0.0,0.0,0,Savings,P001,,Inactive,Inactive,148420.55,Yes,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Single,24
ACC101561,CUST201561,0,0.0,374032.73,0,Current,P003,Inactive,,Inactive,57689.82,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Married,66
ACC101562,CUST201562,2,0.0,239146.42,0,Youth,P001,Active,,Active,86605.24,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,No,No,Married,25
ACC101563,CUST201563,0,0.0,0.0,3,Salary,P001,Inactive,Inactive,,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,Married,23
ACC101564,CUST201564,5,0.0,0.0,0,Salary,P003,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,,Widowed,0
ACC101565,CUST201565,0,0.0,0.0,1,Salary,P002,Inactive,Inactive,Active,0.0,No,No,No,No,No,,No,,No,,No,No,No,No,No,,,No,No,Widowed,29
ACC101566,CUST201566,1,786726.72,78873.32,1,Youth,P003,Active,Inactive,Inactive,0.0,Yes,No,No,No,No,No,No,No,No,No,,No,,No,No,No,No,No,No,Single,55
ACC101567,CUST201567,0,0.0,384790.22,1,Salary,P001,Inactive,,Inactive,247595.09,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,,,No,Single,55
ACC101568,CUST201568,1,0.0,247947.52,0,Savings,P001,,,Inactive,0.0,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Single,0
ACC101569,CUST201569,0,0.0,0.0,0,Savings,P003,,Inactive,Inactive,0.0,,No,No,No,No,No,No,No,,,No,No,No,No,,No,No,Yes,No,Married,22
ACC101570,CUST201570,1,0.0,550782.41,6,Youth,P003,Inactive,,Inactive,0.0,No,No,No,Yes,No,No,No,No,No,No,No,,,No,No,No,No,No,No,Single,18
ACC101571,CUST201571,0,0.0,501575.97,0,Youth,P003,,Inactive,,0.0,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,Single,28
ACC101572,CUST201572,2,0.0,259233.35,0,Savings,P002,Inactive,Inactive,Inactive,341494.01,No,No,No,No,No,No,No,No,No,No,Yes,No,,,No,No,No,No,No,Married,29
ACC101573,CUST201573,5,398461.17,0.0,1,Youth,P003,,,Active,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,Single,31
ACC101574,CUST201574,0,0.0,93973.81,3,Youth,P001,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,Single,56
ACC101575,CUST201575,0,506324.39,0.0,0,Savings,P003,Active,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,,Single,25
ACC101576,CUST201576,0,554336.72,0.0,1,Savings,P001,Inactive,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,,No,Single,31
ACC101577,CUST201577,1,0.0,0.0,0,Current,P002,,Active,Inactive,0.0,No,,No,No,No,No,No,,No,No,No,No,No,,No,No,No,No,No,Single,33
ACC101578,CUST201578,1,0.0,0.0,0,Current,P002,Active,,Inactive,105601.58,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,,Yes,No,Single,20
ACC101579,CUST201579,1,0.0,0.0,1,Salary,P003,Inactive,Inactive,Active,0.0,,,,No,No,No,No,,No,No,No,No,No,No,No,No,No,,No,Single,68
ACC101580,CUST201580,0,616767.42,0.0,3,Youth,P001,,Inactive,Active,0.0,No,No,No,,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Married,0
ACC101581,CUST201581,0,412950.36,0.0,30,Savings,P002,Active,Inactive,Inactive,18004.39,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,No,Married,67
ACC101582,CUST201582,1,218207.85,86445.53,0,Salary,P003,Inactive,Inactive,,0.0,Yes,Yes,,No,No,No,No,No,No,No,,,No,No,No,No,,No,No,Married,21
ACC101583,CUST201583,0,0.0,0.0,1,Current,P002,,,Inactive,311571.51,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Single,33
ACC101584,CUST201584,50,201579.6,0.0,0,Youth,P003,,Inactive,Inactive,496959.26,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Married,44
ACC101585,CUST201585,0,0.0,0.0,0,Salary,P001,,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,Married,69
ACC101586,CUST201586,1,0.0,619814.61,1,Youth,P003,Inactive,,,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Single,53
ACC101587,CUST201587,0,0.0,126750.67,0,Salary,P001,Active,Inactive,Inactive,0.0,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,No,No,Married,47
ACC101588,CUST201588,0,0.0,0.0,0,Youth,P002,,,Inactive,0.0,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,,No,No,Single,39
ACC101589,CUST201589,2,553770.16,215061.55,0,Youth,P001,,,Inactive,0.0,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,,No,No,,Single,64
ACC101590,CUST201590,1,0.0,0.0,0,Savings,P001,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,Yes,No,No,,Yes,No,,No,No,No,No,Yes,No,No,Single,44
ACC101591,CUST201591,50,0.0,527872.57,0,Youth,P002,,,,0.0,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,,No,No,Married,24
ACC101592,CUST201592,0,0.0,0.0,0,Current,P001,,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Single,29
ACC101593,CUST201593,0,578491.2,0.0,0,Savings,P001,Inactive,,Inactive,0.0,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,Single,50
ACC101594,CUST201594,2,314767.35,0.0,0,Youth,P003,Inactive,Inactive,Inactive,0.0,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Married,39
ACC101595,CUST201595,1,0.0,0.0,1,Current,P001,Active,,Inactive,0.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Single,66
ACC101596,CUST201596,0,0.0,0.0,6,Current,P003,Inactive,Inactive,,207965.21,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,Divorced,37
ACC101597,CUST201597,0,0.0,326776.06,0,Salary,P001,Inactive,Active,,243226.61,,No,,No,No,Yes,No,No,No,No,No,,No,,No,No,No,,Yes,Married,54
ACC101598,CUST201598,0,513178.32,424887.52,0,Savings,P002,Inactive,Active,,0.0,Yes,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,,No,Yes,No,Married,64
ACC101599,CUST201599,5,0.0,0.0,1,Savings,P001,Inactive,Inactive,Inactive,0.0,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,24
ACC101600,CUST201600,0,0.0,0.0,0,Salary,P001,Inactive,,,0.0,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,44
ACC101601,CUST201601,0,0.0,0.0,0,Salary,P001,Inactive,Inactive,,67842.33,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Married,44
ACC101602,CUST201602,0,0.0,0.0,1,Salary,P003,Inactive,,,293495.07,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Married,24
ACC101603,CUST201603,0,295049.85,363979.48,0,Savings,P002,Inactive,Inactive,,0.0,No,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,Single,58
ACC101604,CUST201604,0,0.0,0.0,0,Current,P002,Inactive,Active,Inactive,74631.76,Yes,No,,,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Married,0
ACC101605,CUST201605,1,0.0,588703.36,0,Current,P001,Inactive,,Inactive,373749.76,No,,No,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,Married,35
ACC101606,CUST201606,0,0.0,0.0,0,Youth,P001,Inactive,Inactive,Inactive,0.0,,No,No,No,No,,,No,No,No,No,No,No,No,No,Yes,No,No,No,Married,31
ACC101607,CUST201607,5,0.0,0.0,0,Savings,P003,Inactive,Inactive,,0.0,,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,Yes,No,No,No,Married,31
ACC101608,CUST201608,0,419259.31,0.0,1,Savings,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Married,0
ACC101609,CUST201609,1,0.0,0.0,3,Salary,P001,Inactive,Inactive,Active,0.0,No,No,No,No,,No,No,No,No,No,No,,No,No,,No,No,No,No,Married,62
ACC101610,CUST201610,5,21784.29,0.0,0,Savings,P001,,Inactive,Inactive,194474.85,No,No,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Single,28
ACC101611,CUST201611,1,296039.73,292330.11,30,Savings,P002,Active,,Inactive,0.0,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,,No,No,No,,49
ACC101612,CUST201612,1,0.0,0.0,1,Current,P001,Inactive,Inactive,Inactive,0.0,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Married,48
ACC101613,CUST201613,0,0.0,0.0,0,Savings,P001,Active,,Inactive,0.0,No,No,No,No,No,No,,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Single,24
ACC101614,CUST201614,0,0.0,0.0,0,Current,P002,Inactive,Inactive,Inactive,0.0,Yes,No,Yes,No,No,,No,No,No,No,,No,No,No,No,No,No,No,Yes,Married,40
ACC101615,CUST201615,1,230642.87,0.0,0,Current,P003,Inactive,Inactive,,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Single,30
ACC101616,CUST201616,50,0.0,307962.59,6,Savings,P001,,,,0.0,Yes,No,No,No,No,No,No,,No,No,No,No,No,,No,No,No,Yes,No,Single,48
ACC101617,CUST201617,1,0.0,0.0,0,Current,P001,Inactive,Inactive,Inactive,365211.66,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,No,,No,No,Married,43
ACC101618,CUST201618,1,0.0,0.0,1,Salary,P002,,,Inactive,0.0,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,Single,0
ACC101619,CUST201619,2,419060.83,639252.2,0,Current,P002,,,,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,Single,30
ACC101620,CUST201620,0,0.0,582656.12,0,Savings,P003,Inactive,Inactive,,0.0,No,No,Yes,No,No,Yes,No,No,,No,No,No,No,No,No,No,,No,No,Single,37
ACC101621,CUST201621,0,0.0,0.0,0,Salary,P003,Inactive,Inactive,Inactive,0.0,,No,No,No,No,No,No,No,No,No,No,,No,No,,No,Yes,,No,Single,62
ACC101622,CUST201622,1,0.0,0.0,1,Salary,P001,,Active,Inactive,128644.09,Yes,No,No,No,No,No,Yes,No,,No,No,,No,No,,No,No,No,No,Married,59
ACC101623,CUST201623,20,0.0,250875.91,0,Savings,P003,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,,No,No,Married,64
ACC101624,CUST201624,0,315529.73,0.0,0,Youth,P003,Inactive,Inactive,Inactive,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Divorced,47
ACC101625,CUST201625,1,0.0,0.0,0,Current,P003,Inactive,,,133598.17,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,No,Married,32
ACC101626,CUST201626,0,262211.78,246454.17,6,Current,P001,Inactive,Inactive,Inactive,0.0,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Single,36
ACC101627,CUST201627,1,588352.13,689127.01,1,Youth,P003,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,30
ACC101628,CUST201628,0,0.0,335281.79,0,Salary,P003,,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Married,29
ACC101629,CUST201629,0,469609.78,500378.88,6,Youth,P003,,Inactive,Inactive,0.0,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Married,54
ACC101630,CUST201630,2,0.0,819849.9,0,Savings,P002,Inactive,Inactive,Inactive,398206.8,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,Married,55
ACC101631,CUST201631,0,0.0,258755.33,0,Youth,P003,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,Married,36
ACC101632,CUST201632,1,194867.52,413752.35,0,Salary,P003,,Inactive,Inactive,0.0,Yes,No,No,No,Yes,No,No,No,No,No,No,,,No,No,No,No,Yes,,Married,37
ACC101633,CUST201633,2,0.0,0.0,0,Savings,P002,Inactive,Inactive,Active,118768.73,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,Single,47
ACC101634,CUST201634,10,664028.72,0.0,0,Savings,P002,Inactive,Inactive,,0.0,Yes,No,No,No,,No,No,,No,No,No,Yes,No,No,No,No,Yes,,No,,44
ACC101635,CUST201635,0,0.0,334436.94,1,Savings,P001,Inactive,,Inactive,0.0,Yes,No,No,No,No,No,,No,,No,No,No,No,No,No,Yes,No,No,No,Divorced,39
ACC101636,CUST201636,0,340358.78,296653.91,1,Current,P001,Inactive,Active,Inactive,334669.34,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,No,No,No,Single,23
ACC101637,CUST201637,0,0.0,0.0,1,Current,P002,Inactive,,Inactive,0.0,Yes,No,No,No,,No,No,,No,No,No,No,No,No,No,Yes,No,No,,Married,19
ACC101638,CUST201638,50,0.0,0.0,1,Savings,P001,,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,Single,40
ACC101639,CUST201639,10,0.0,344178.83,3,Youth,P003,,Inactive,Inactive,0.0,,No,No,No,No,Yes,No,No,No,,No,No,No,No,,No,No,No,No,Married,34
ACC101640,CUST201640,1,565728.81,0.0,0,Current,P001,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,Married,22
ACC101641,CUST201641,5,385236.02,0.0,1,Salary,P003,Inactive,Inactive,,320656.33,Yes,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,Single,66
ACC101642,CUST201642,1,0.0,541109.71,0,Current,P003,,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,No,No,Married,36
ACC101643,CUST201643,1,386224.6,431105.01,12,Youth,P003,,Inactive,,0.0,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Single,54
ACC101644,CUST201644,0,0.0,199313.24,0,Current,P002,Active,Inactive,Inactive,0.0,No,No,,No,Yes,No,No,No,Yes,No,No,,,No,No,No,No,No,No,Married,31
ACC101645,CUST201645,2,0.0,206235.18,0,Youth,P001,Inactive,,Inactive,56637.01,No,,No,No,No,No,,No,No,No,No,,No,,No,No,No,No,No,Married,18
ACC101646,CUST201646,0,634254.03,0.0,1,Youth,P001,Inactive,,Inactive,0.0,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Married,64
ACC101647,CUST201647,5,649204.79,233735.72,1,Current,P002,,Active,,432862.89,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,61
ACC101648,CUST201648,2,374492.0,0.0,0,Youth,P002,,,Inactive,0.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Widowed,0
ACC101649,CUST201649,2,89302.69,664752.11,0,Youth,P001,Active,Inactive,,109872.38,No,No,No,No,No,No,,No,No,,No,No,No,No,Yes,Yes,,No,No,Married,59
ACC101650,CUST201650,0,0.0,0.0,0,Salary,P002,,Inactive,Active,310757.62,,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,Single,68
ACC101651,CUST201651,0,514457.67,0.0,12,Savings,P002,,Inactive,,0.0,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Married,18
ACC101652,CUST201652,0,0.0,0.0,0,Savings,P003,Inactive,Inactive,Inactive,0.0,No,No,No,No,,Yes,No,No,Yes,,No,No,,No,,No,No,No,No,Single,60
ACC101653,CUST201653,0,0.0,0.0,0,Current,P003,Inactive,Inactive,,0.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Married,56
ACC101654,CUST201654,0,0.0,457255.64,0,Youth,P003,Inactive,,Inactive,0.0,No,No,,Yes,Yes,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Single,29
ACC101655,CUST201655,10,0.0,760889.79,0,Current,P002,,Inactive,Inactive,0.0,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Single,54
ACC101656,CUST201656,1,0.0,380310.94,0,Current,P002,Inactive,Inactive,Active,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,No,Single,34
ACC101657,CUST201657,0,0.0,668601.62,1,Savings,P003,Inactive,Inactive,Inactive,0.0,Yes,No,No,No,No,No,No,Yes,No,No,,No,No,,No,No,No,No,No,Single,30
ACC101658,CUST201658,0,0.0,0.0,6,Youth,P003,,Inactive,Inactive,6479.57,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,22
ACC101659,CUST201659,0,0.0,547088.66,0,Current,P001,Inactive,,,350012.03,,No,No,No,No,,No,No,No,No,,No,No,Yes,Yes,No,,No,No,Widowed,65
ACC101660,CUST201660,1,0.0,0.0,1,Current,P003,Inactive,Inactive,Active,0.0,No,No,No,,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Married,39
ACC101661,CUST201661,1,0.0,585837.91,0,Savings,P003,Active,Inactive,Inactive,237596.55,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,,No,Married,29
ACC101662,CUST201662,10,0.0,0.0,0,Savings,P001,Active,,Inactive,0.0,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Married,27
ACC101663,CUST201663,0,778128.72,311214.7,0,Savings,P001,Inactive,Inactive,Inactive,10322.61,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Widowed,31
ACC101664,CUST201664,50,594002.73,103417.39,0,Current,P001,Inactive,Active,Inactive,52897.07,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Widowed,47
ACC101665,CUST201665,5,520676.4,0.0,1,Youth,P001,,,Inactive,0.0,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Single,51
ACC101666,CUST201666,0,0.0,406710.32,0,Savings,P002,,Inactive,,281091.21,No,No,No,No,No,No,No,,No,No,No,No,,No,No,No,No,No,No,Divorced,56
ACC101667,CUST201667,10,603365.05,139399.62,6,Savings,P001,,,Active,0.0,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Married,24
ACC101668,CUST201668,0,0.0,0.0,1,Youth,P001,,Inactive,,206104.17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Married,37
ACC101669,CUST201669,5,0.0,497323.9,1,Current,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,,No,,No,No,No,No,No,No,Yes,No,No,No,Single,0
ACC101670,CUST201670,0,0.0,574341.03,12,Current,P001,Inactive,Active,Inactive,0.0,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Married,19
ACC101671,CUST201671,5,387782.17,438056.58,12,Youth,P001,Inactive,,,184491.2,No,No,No,No,No,Yes,No,Yes,Yes,,Yes,No,No,No,No,No,No,No,No,Married,29
ACC101672,CUST201672,5,0.0,0.0,0,Savings,P001,Active,Inactive,Inactive,128738.0,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,No,No,Yes,No,Married,0
ACC101673,CUST201673,5,0.0,382723.0,0,Salary,P002,,,,0.0,No,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,,No,No,No,Single,22
ACC101674,CUST201674,2,0.0,0.0,0,Youth,P003,Inactive,Inactive,Inactive,0.0,Yes,Yes,No,,No,Yes,No,No,,,No,No,No,Yes,Yes,No,No,No,,Single,39
ACC101675,CUST201675,0,330889.56,0.0,1,Salary,P001,Inactive,,Inactive,81770.79,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Married,36
ACC101676,CUST201676,0,177947.38,87951.6,0,Current,P001,Inactive,,,0.0,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,Divorced,50
ACC101677,CUST201677,0,0.0,770932.43,12,Current,P001,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Single,25
